First level,Domain/Workflow/...,Second Level,Third Level,V2 Section,V2 Section Names,v2+ HTML Page,v2+ Group Type,v2+ Group Section,Comments
,,,,3.3.49,ADT/ACK - Change Patient Account Number (Event A49),Message - A49 Change Patient Account Number ,Message,Tab - ADT^A49^ADT_A43,
,,,,3.3.49,ADT/ACK - Change Patient Account Number (Event A49),Message - A49 Change Patient Account Number ,Message,Tab - ADT Interaction,
,,,,3.3.49,ADT/ACK - Change Patient Account Number (Event A49),Message - A49 Change Patient Account Number ,Message,Tab - ACK^A49^ACK,
,,,,3.3.49,ADT/ACK - Change Patient Account Number (Event A49),Message - A49 Change Patient Account Number ,Message,Tab - ACK Interaction,
,,,,3.3.50,ADT/ACK - Change Visit Number (Event A50),Message - A50 Change Visit Number,Message,Text,
,,,,3.3.50,ADT/ACK - Change Visit Number (Event A50),Message - A50 Change Visit Number,Message,Tab - ADT^A50^ADT_A50,
,,,,3.3.50,ADT/ACK - Change Visit Number (Event A50),Message - A50 Change Visit Number,Message,Tab - ADT Interaction,
,,,,3.3.50,ADT/ACK - Change Visit Number (Event A50),Message - A50 Change Visit Number,Message,Tab - ACK^A50^ACK,
,,,,3.3.50,ADT/ACK - Change Visit Number (Event A50),Message - A50 Change Visit Number,Message,Tab - ACK Interaction,
,,,,3.3.51,ADT/ACK - Change Alternate Visit ID (Event A51),Message - A51 Change Alternate Visit ID ,Message,Text,
,,,,3.3.51,ADT/ACK - Change Alternate Visit ID (Event A51),Message - A51 Change Alternate Visit ID ,Message,Tab - ADT^A51^ADT_A50,
,,,,3.3.51,ADT/ACK - Change Alternate Visit ID (Event A51),Message - A51 Change Alternate Visit ID ,Message,Tab - ADT Interaction,
,,,,3.3.51,ADT/ACK - Change Alternate Visit ID (Event A51),Message - A51 Change Alternate Visit ID ,Message,Tab - ACK^A51^ACK,
,,,,3.3.51,ADT/ACK - Change Alternate Visit ID (Event A51),Message - A51 Change Alternate Visit ID ,Message,Tab - ACK Interaction,
,,,,3.3.52,ADT/ACK- Cancel Leave of Absence for a Patient (Event A52),Message - A52 Cancel Leave of Absence for a Patient,Message,Text,
,,,,3.3.52,ADT/ACK- Cancel Leave of Absence for a Patient (Event A52),Message - A52 Cancel Leave of Absence for a Patient,Message,Tab - ADT^A52^ADT_A52,
,,,,3.3.52,ADT/ACK- Cancel Leave of Absence for a Patient (Event A52),Message - A52 Cancel Leave of Absence for a Patient,Message,Tab - ADT Interaction,
,,,,3.3.52,ADT/ACK- Cancel Leave of Absence for a Patient (Event A52),Message - A52 Cancel Leave of Absence for a Patient,Message,Tab - ACK^A52^ACK,
,,,,3.3.52,ADT/ACK- Cancel Leave of Absence for a Patient (Event A52),Message - A52 Cancel Leave of Absence for a Patient,Message,Tab - ACK Interaction,
,,,,3.3.53,ADT/ACK - Cancel Patient Returns from a Leave of Absence (Event A53),Message - A53 Cancel Patient Returns from a Leave of Absence,Message,Text,
,,,,3.3.53,ADT/ACK - Cancel Patient Returns from a Leave of Absence (Event A53),Message - A53 Cancel Patient Returns from a Leave of Absence,Message,Tab - ADT^A53^ADT_A52,
,,,,3.3.53,ADT/ACK - Cancel Patient Returns from a Leave of Absence (Event A53),Message - A53 Cancel Patient Returns from a Leave of Absence,Message,Tab - ADT Interaction,
,,,,3.3.53,ADT/ACK - Cancel Patient Returns from a Leave of Absence (Event A53),Message - A53 Cancel Patient Returns from a Leave of Absence,Message,Tab - ACK^A53^ACK,
,,,,3.3.53,ADT/ACK - Cancel Patient Returns from a Leave of Absence (Event A53),Message - A53 Cancel Patient Returns from a Leave of Absence,Message,Tab - ACK Interaction,
,,,,3.3.54,ADT/ACK - Change Attending Doctor (Event A54),Message - A50 Change Attending Doctor,Message,Text,
,,,,3.3.54,ADT/ACK - Change Attending Doctor (Event A54),Message - A50 Change Attending Doctor,Message,Tab - ADT^A54^ADT_A54,
,,,,3.3.54,ADT/ACK - Change Attending Doctor (Event A54),Message - A50 Change Attending Doctor,Message,Tab - ADT Interaction,
,,,,3.3.54,ADT/ACK - Change Attending Doctor (Event A54),Message - A50 Change Attending Doctor,Message,Tab - ACK^A54^ACK,
,,,,3.3.54,ADT/ACK - Change Attending Doctor (Event A54),Message - A50 Change Attending Doctor,Message,Tab - ACK Interaction,
,,,,3.3.55,ADT/ACK - Cancel Change Attending Doctor (Event A55),Message - A55 Cancel Change Attending Doctor,Message,Text,
,,,,3.3.55,ADT/ACK - Cancel Change Attending Doctor (Event A55),Message - A55 Cancel Change Attending Doctor,Message,Tab - ADT^A55^ADT_A54,
,,,,3.3.55,ADT/ACK - Cancel Change Attending Doctor (Event A55),Message - A55 Cancel Change Attending Doctor,Message,Tab - ADT Interaction,
,,,,3.3.55,ADT/ACK - Cancel Change Attending Doctor (Event A55),Message - A55 Cancel Change Attending Doctor,Message,Tab - ACK^A55^ACK,
,,,,3.3.55,ADT/ACK - Cancel Change Attending Doctor (Event A55),Message - A55 Cancel Change Attending Doctor,Message,Tab - ACK Interaction,
,,,,3.3.60,ADT/ACK - Update Adverse Reaction Information (Event A60),Message - A60 Update Adverse Reaction Information,Message,Text,
,,,,3.3.60,ADT/ACK - Update Adverse Reaction Information (Event A60),Message - A60 Update Adverse Reaction Information,Message,Tab - ADT^A60^ADT_A60,
,,,,3.3.60,ADT/ACK - Update Adverse Reaction Information (Event A60),Message - A60 Update Adverse Reaction Information,Message,Tab - ADT Interaction,
,,,,3.3.60,ADT/ACK - Update Adverse Reaction Information (Event A60),Message - A60 Update Adverse Reaction Information,Message,Tab - ACK^A60^ACK,
,,,,3.3.60,ADT/ACK - Update Adverse Reaction Information (Event A60),Message - A60 Update Adverse Reaction Information,Message,Tab - ACK Interaction,
,,,,3.3.61,ADT/ACK - Change Consulting Doctor (Event A61),Message - A61 Change Consulting Doctor,Message,Text,
,,,,3.3.61,ADT/ACK - Change Consulting Doctor (Event A61),Message - A61 Change Consulting Doctor,Message,Tab - ADT^A61^ADT_A61,
,,,,3.3.61,ADT/ACK - Change Consulting Doctor (Event A61),Message - A61 Change Consulting Doctor,Message,Tab - ADT Interaction,
,,,,3.3.61,ADT/ACK - Change Consulting Doctor (Event A61),Message - A61 Change Consulting Doctor,Message,Tab - ACK^A61^ACK,
,,,,3.3.61,ADT/ACK - Change Consulting Doctor (Event A61),Message - A61 Change Consulting Doctor,Message,Tab - ACK Interaction,
,,,,3.3.62,ADT/ACK - Cancel Change Consulting Doctor (Event A62),Message - A62 Cancel Change Consulting Doctor,Message,Text,
,,,,3.3.62,ADT/ACK - Cancel Change Consulting Doctor (Event A62),Message - A62 Cancel Change Consulting Doctor,Message,Tab - ADT^A62^ADT_A61,
,,,,3.3.62,ADT/ACK - Cancel Change Consulting Doctor (Event A62),Message - A62 Cancel Change Consulting Doctor,Message,Tab - ADT Interaction,
,,,,3.3.62,ADT/ACK - Cancel Change Consulting Doctor (Event A62),Message - A62 Cancel Change Consulting Doctor,Message,Tab - ACK^A62^ACK,
,,,,3.3.62,ADT/ACK - Cancel Change Consulting Doctor (Event A62),Message - A62 Cancel Change Consulting Doctor,Message,Tab - ACK Interaction,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Text,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Tab - QBP^Q21^QBP_Q21,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Tab - QBP Interaction,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Tab - ACK^Q21^ACK,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Tab - RSP^K21^RSP_K21,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Tab - RSP Interaction,
,,,,3.3.56,QBP/RSP - Get Person Demographics (QBP) and Response (RSP) (Events Q21 and K21),Message - Q21/K21 Get Person Demographics (QBP) and Response,Message,Tab - ACK^K21^ACK,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Text,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Tab - QBP^Q22^QBP_Q21,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Tab - QBP Interaction,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Tab - ACK^Q22^ACK,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Tab - RSP^K22^RSP_K22,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Tab - RSP Interaction,
,,,,3.3.57,QBP/RSP - Find Candidates (QBP) and Response (RSP) (Events Q22 and K22),Message - Q22/K22 Find Candidates (QBP) and Response (RSP),Message,Tab - ACK^K22^ACK,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Text,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Tab - QBP^Q23^QBP_Q21,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Tab - QBP Interaction,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Tab - ACK^Q23^ACK,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Tab - RSP^K23^RSP_K23,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Tab - RSP Interaction,
,,,,3.3.58,QBP/RSP - Get Corresponding Identifiers (QBP) and Response (RSP) (Events Q23 and K23),Message - Q23/K23 Get Corresponding Identifiers (QBP) and Response (RSP),Message,Tab - ACK^K23^ACK,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Text,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Tab - QBP^Q24^QBP_Q21,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Tab - QBP Interaction,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Tab - ACK^Q24^ACK,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Tab - RSP^K24^RSP_K24,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Tab - RSP Interaction,
,,,,3.3.59,QBP/RSP - Allocate Identifiers (QBP) and Response (RSP) (Events Q24 and K24),Message - Q24/K24 Allocate Identifiers (QBP) and Response (RSP),Message,Tab - ACK^K24^ACK,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Text,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Tab - QBP^Q32^QBP_Q21,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Tab - QBP Interaction,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Tab - ACK^Q32^ACK,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Tab - RSP^K32^RSP_K32,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Tab - RSP Interaction,
,,,,3.3.63,QBP/RSP - Find Candidates including Visit Information (QBP) and Response (RSP) (Events Q32  and K32 ) ,Message - Q32/K32 Find Candidates including Visit Information (QBP) and Response (RSP),Message,Tab - ACK^K32^ACK,
,,,Examples,3.5+,,,Text,,
,,,,,,,,,
,,Scheduling,,,,,,,
,,,Introduction,10.2,,Scheduling,Text,,
,,,General Use Cases / Background,10.2.1+; 10.2.2+; 10.2.3+; 10.2.4; 10.2.6+,,Scheduling,Text,,
,,,Implementation Considerations,10.8+,,Scheduling,Text,,
,,,Technical Specs,,,Scheduling,Text,,
,,,,10.3;10.3.1,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Text,
,,,,10.3,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Tab - SRM^S01^SRM_S01,
,,,,10.3,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Tab - SRM Interaction,"There seem to be typos in the ACK choreography box including the application level ack starting with ""ACK"" instead of ""SRR"" and the events just being ""S10-S11"" rather than ""S01-S11"" (but this latter one probably does away with unique documentation for each event type) - will need to be fixed after the content is pulled out of the Word documents"
,,,,10.3,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Tab - ACK^S01^ACK,
,,,,10.3,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Tab - ACK Interaction,
,,,,10.3,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Tab - SRR^S01^SRR_S01,
,,,,10.3,Request New Appointment Booking (Event S01),Message - S01 Request New Appointment Booking,Message,Tab - SRR Interaction,
,,,,10.3;10.3.2,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Text,
,,,,10.3,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Tab - SRM^S02^SRM_S01,
,,,,10.3,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Tab - SRM Interaction,
,,,,10.3,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Tab - ACK^S02^ACK,
,,,,10.3,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Tab - ACK Interaction,
,,,,10.3,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Tab - SRR^S02^SRR_S01,
,,,,10.3,Request Appointment Rescheduling (Event S02),Message - S02 Request Appointment Rescheduling ,Message,Tab - SRR Interaction,
,,,,10.3;10.3.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Text,
,,,,10.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Tab - SRM^S03^SRM_S01,
,,,,10.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Tab - SRM Interaction,
,,,,10.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Tab - ACK^S03^ACK,
,,,,10.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Tab - ACK Interaction,
,,,,10.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Tab - SRR^S03^SRR_S01,
,,,,10.3,Request Appointment Modification (Event S03),Message - S03 Request Appointment Modification,Message,Tab - SRR Interaction,
,,,,10.3;10.3.4,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Text,
,,,,10.3,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Tab - SRM^S04^SRM_S01,
,,,,10.3,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Tab - SRM Interaction,
,,,,10.3,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Tab - ACK^S04^ACK,
,,,,10.3,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Tab - ACK Interaction,
,,,,10.3,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Tab - SRR^S04^SRR_S01,
,,,,10.3,Request Appointment Cancellation (Event S04),Message - S04 Request Appointment Cancellation,Message,Tab - SRR Interaction,
,,,,10.3;10.3.5,Request Appointment Discontinuation (Event S05),Message - S05 Request Appointment Discontinuation,Message,Text,
,,,,10.3,Request Appointment Discontinuation (Event S05),Message - S05 Request Appointment Discontinuation,Message,Tab - SRM^S05^SRM_S01,
,,,,10.3,Request Appointment Discontinuation (Event S05),Message - S05 Request Appointment Discontinuation,Message,Tab - SRM Interaction,
,,,,10.3,Request Appointment Discontinuation (Event S05),Message - S05 Request Appointment Discontinuation,Message,Tab - ACK^S05^ACK,
,,,,10.3,Request Appointment Discontinuation (Event S05),Message - S05 Request Appointment Discontinuation,Message,Tab - ACK Interaction,
,,,,10.3,Request Appointment Discontinuation (Event S05),Message - S05 Request Appointment Discontinuation,Message,Tab - SRR^S05^SRR_S01,
